1,2022-02-08 00:00:00.000,8345417496,930.7266
2,2022-02-05 00:00:00.000,8345468429,357.9548
3,2021-08-29 00:00:00.000,8345422695,169.7098
4,2022-01-08 00:00:00.000,8345470123,382.2413
5,2021-05-06 00:00:00.000,8345483355,518.3471
6,2021-10-27 00:00:00.000,8345451717,350.4686
7,2022-02-21 00:00:00.000,8345436809,599.8155
8,2022-01-06 00:00:00.000,8345472704,738.1275
9,2021-12-03 00:00:00.000,8345423108,843.8658
10,2022-04-21 00:00:00.000,8345436193,366.9843
11,2021-05-07 00:00:00.000,8345426671,474.3087
12,2021-06-25 00:00:00.000,8345425609,792.8369
13,2021-11-12 00:00:00.000,8345452728,221.4445
14,2022-07-18 00:00:00.000,8345438051,103.3429
15,2021-06-19 00:00:00.000,8345436193,256.9188
16,2021-08-10 00:00:00.000,8345468429,292.6521
17,2021-01-05 00:00:00.000,8345414128,121.7850
18,2022-06-12 00:00:00.000,8345420504,723.7887
19,2021-02-15 00:00:00.000,8345483922,616.6167
20,2021-09-28 00:00:00.000,8345487449,663.2755
21,2021-03-16 00:00:00.000,8345498842,670.3994
22,2021-01-10 00:00:00.000,8345457586,663.2040
23,2021-12-24 00:00:00.000,8345489188,1000.6842
24,2021-08-31 00:00:00.000,8345419372,763.7732
25,2021-10-11 00:00:00.000,8345461709,899.3479
26,2021-05-16 00:00:00.000,8345452728,431.6430
27,2022-02-28 00:00:00.000,8345435968,397.3035
28,2021-05-29 00:00:00.000,8345418157,130.0635
29,2021-07-18 00:00:00.000,8345471974,360.3072
30,2021-03-28 00:00:00.000,8345473486,129.5126
31,2021-08-25 00:00:00.000,8345472704,979.0919
32,2022-03-18 00:00:00.000,8345451717,859.0603
33,2022-06-27 00:00:00.000,8345450259,657.4142
34,2021-03-24 00:00:00.000,8345438051,152.7753
35,2021-07-12 00:00:00.000,8345483355,562.9628
36,2021-06-28 00:00:00.000,8345418157,269.1725
37,2021-10-24 00:00:00.000,8345412276,118.4554
38,2021-01-23 00:00:00.000,8345479483,163.5148
39,2021-04-22 00:00:00.000,8345472716,361.4649
40,2021-08-03 00:00:00.000,8345432513,770.9922
41,2022-04-24 00:00:00.000,8345454593,696.3895
42,2021-06-25 00:00:00.000,8345422055,122.3316
43,2022-03-29 00:00:00.000,8345451293,946.2905
44,2021-09-29 00:00:00.000,8345425609,606.3382
45,2022-04-24 00:00:00.000,8345452887,645.1390
46,2021-05-19 00:00:00.000,8345485968,302.5058
47,2022-01-16 00:00:00.000,8345407371,934.6680
48,2022-03-01 00:00:00.000,8345485256,629.5465
49,2021-01-27 00:00:00.000,8345452728,678.8515
50,2022-04-30 00:00:00.000,8345438051,387.0057
51,2021-09-21 00:00:00.000,8345435968,240.0318
52,2021-05-24 00:00:00.000,8345438051,123.0088
53,2022-07-02 00:00:00.000,8345432287,160.6763
54,2021-01-27 00:00:00.000,8345474348,849.7423
55,2021-06-13 00:00:00.000,8345444965,596.2709
56,2021-04-29 00:00:00.000,8345485256,618.1184
57,2021-05-04 00:00:00.000,8345462489,129.6614
58,2021-10-15 00:00:00.000,8345400736,329.5795
59,2022-01-24 00:00:00.000,8345473486,308.3532
60,2021-05-10 00:00:00.000,8345420504,733.5744
61,2022-07-17 00:00:00.000,8345452887,330.5771
62,2021-02-02 00:00:00.000,8345432061,472.9333
63,2021-03-06 00:00:00.000,8345434639,398.6157
64,2021-09-30 00:00:00.000,8345425609,771.5036
65,2022-05-04 00:00:00.000,8345413806,667.8135
66,2021-05-10 00:00:00.000,8345432287,307.9102
67,2021-11-23 00:00:00.000,8345498842,514.3759
68,2022-06-12 00:00:00.000,8345457950,644.8308
69,2022-05-21 00:00:00.000,8345400736,900.8000
70,2021-07-01 00:00:00.000,8345468429,320.9619
71,2021-10-13 00:00:00.000,8345440899,695.3878
72,2022-03-05 00:00:00.000,8345444965,146.4812
73,2022-06-13 00:00:00.000,8345483172,316.0533
74,2021-11-04 00:00:00.000,8345434639,222.5025
75,2021-06-03 00:00:00.000,8345402444,760.8180
76,2022-01-01 00:00:00.000,8345457950,582.8673
77,2021-12-14 00:00:00.000,8345422695,363.7146
78,2022-04-05 00:00:00.000,8345407371,542.1819
79,2021-08-09 00:00:00.000,8345412276,280.7465
80,2021-07-27 00:00:00.000,8345457586,745.9120
81,2021-05-10 00:00:00.000,8345432287,876.7014
82,2021-07-14 00:00:00.000,8345400736,877.9422
83,2021-08-22 00:00:00.000,8345471974,856.1121
84,2021-07-17 00:00:00.000,8345436996,135.7626
85,2021-05-03 00:00:00.000,8345444964,413.1319
86,2021-12-15 00:00:00.000,8345435968,666.5429
87,2022-03-05 00:00:00.000,8345457950,542.2859
88,2022-01-30 00:00:00.000,8345418157,191.7366
89,2021-04-05 00:00:00.000,8345493361,857.9136
90,2022-06-16 00:00:00.000,8345470123,116.4969
91,2021-09-21 00:00:00.000,8345481173,407.7841
92,2021-02-07 00:00:00.000,8345459255,686.8997
93,2021-12-14 00:00:00.000,8345419372,407.1748
94,2021-12-11 00:00:00.000,8345485968,318.6893
95,2022-07-11 00:00:00.000,8345422695,876.1058
96,2021-01-23 00:00:00.000,8345474348,296.8547
97,2022-02-28 00:00:00.000,8345417496,924.2475
98,2022-01-30 00:00:00.000,8345470123,782.5813
99,2021-04-10 00:00:00.000,8345432287,264.2644
100,2021-11-06 00:00:00.000,8345436996,108.9223
101,2021-10-10 00:00:00.000,8345403982,479.8867
102,2021-08-28 00:00:00.000,8345434639,154.8371
103,2022-03-14 00:00:00.000,8345496266,208.4089
104,2021-08-10 00:00:00.000,8345412276,920.4428
105,2022-03-04 00:00:00.000,8345483922,625.8773
106,2022-04-06 00:00:00.000,8345493361,715.6126
107,2022-03-08 00:00:00.000,8345466078,188.8646
108,2021-12-31 00:00:00.000,8345407216,491.5444
109,2022-05-21 00:00:00.000,8345408089,829.7806
110,2021-06-08 00:00:00.000,8345413792,419.7647
111,2021-07-30 00:00:00.000,8345457950,503.5303
112,2021-12-28 00:00:00.000,8345451293,667.2678
113,2021-06-15 00:00:00.000,8345419372,770.7447
114,2021-04-04 00:00:00.000,8345454379,913.3506
115,2021-10-03 00:00:00.000,8345485256,751.8972
116,2022-06-26 00:00:00.000,8345436996,968.7636
117,2021-10-08 00:00:00.000,8345407216,314.2877
118,2022-01-18 00:00:00.000,8345498842,351.4145
119,2021-03-11 00:00:00.000,8345485968,757.5257
120,2021-03-03 00:00:00.000,8345441520,594.5217
121,2021-10-23 00:00:00.000,8345476633,896.3307
122,2021-09-02 00:00:00.000,8345406974,891.7385
123,2021-08-08 00:00:00.000,8345412276,224.8968
124,2021-07-04 00:00:00.000,8345446886,945.4340
125,2022-06-19 00:00:00.000,8345436809,353.7683
126,2021-09-04 00:00:00.000,8345425609,106.8994
127,2022-05-03 00:00:00.000,8345432287,187.3567
128,2022-01-12 00:00:00.000,8345419372,575.1634
129,2021-04-10 00:00:00.000,8345440899,566.6883
130,2021-03-12 00:00:00.000,8345457586,494.8493
131,2021-01-06 00:00:00.000,8345441520,618.3248
132,2021-05-27 00:00:00.000,8345436996,377.8861
133,2022-02-04 00:00:00.000,8345459255,829.6754
134,2021-11-11 00:00:00.000,8345404614,715.5375
135,2022-02-25 00:00:00.000,8345444964,718.1682
136,2021-04-15 00:00:00.000,8345403982,354.7726
137,2022-03-27 00:00:00.000,8345444964,743.9863
138,2021-12-08 00:00:00.000,8345444964,527.9638
139,2021-02-14 00:00:00.000,8345496204,272.4088
140,2022-03-25 00:00:00.000,8345400736,291.8356
141,2022-02-03 00:00:00.000,8345444965,257.9277
142,2022-01-12 00:00:00.000,8345413806,519.9195
143,2022-06-24 00:00:00.000,8345412977,379.9319
144,2022-04-08 00:00:00.000,8345451703,529.8609
145,2022-05-25 00:00:00.000,8345432287,276.4224
146,2022-02-18 00:00:00.000,8345466795,299.4833
147,2021-05-07 00:00:00.000,8345400460,835.5015
148,2021-09-23 00:00:00.000,8345468429,404.5391
149,2021-10-20 00:00:00.000,8345457586,953.6062
150,2022-06-06 00:00:00.000,8345471974,401.9044
151,2021-12-22 00:00:00.000,8345466078,793.5035
152,2022-04-01 00:00:00.000,8345440899,480.2890
153,2021-06-05 00:00:00.000,8345418157,671.3369
154,2021-08-31 00:00:00.000,8345412977,838.8422
155,2022-04-01 00:00:00.000,8345483355,171.8749
156,2021-05-03 00:00:00.000,8345483922,209.1130
157,2021-04-23 00:00:00.000,8345476479,210.0800
158,2021-01-26 00:00:00.000,8345422695,951.2546
159,2021-04-16 00:00:00.000,8345496963,440.6717
160,2021-08-14 00:00:00.000,8345489483,932.6740
161,2022-05-29 00:00:00.000,8345419698,189.3402
162,2021-06-12 00:00:00.000,8345404614,158.5419
163,2022-02-22 00:00:00.000,8345489483,716.3275
164,2022-01-29 00:00:00.000,8345407371,602.9290
165,2022-03-10 00:00:00.000,8345425609,588.9559
166,2021-07-22 00:00:00.000,8345493013,897.4579
167,2021-02-10 00:00:00.000,8345411535,599.1680
168,2022-06-25 00:00:00.000,8345461709,701.5291
169,2021-02-11 00:00:00.000,8345408089,131.0295
170,2022-02-18 00:00:00.000,8345412276,708.8136
